id,herbal_id,senyawa_marker,golongan,nama_senyawa_3d,rumus_molekul,berat_molekul,link_jsmol,catatan_jsmol
121,121,Anacardic acid,Phenolic acid,Anacardic acid,C22H32O3,344.5 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=anacardic+acid,Mete beracun/getah.
122,122,Vitexin,Flavone,Vitexin,C21H20O10,432.4 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=vitexin,Kacang hijau.
123,123,Genistein,Isoflavone,Genistein,C15H10O5,270.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=genistein,Fitoestrogen kedelai.
124,124,Sesamin,Lignan,Sesamin,C20H18O6,354.3 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=sesamin,Wijen sehat.
125,125,Linoleic acid,Fatty acid,Linoleic acid,C18H32O2,280.4 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=linoleic+acid,Kemiri minyak.
126,126,Lauric acid,Fatty acid,Lauric acid,C12H24O2,200.3 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=lauric+acid,Minyak kelapa / VCO.
127,127,Sucrose,Disaccharide,Sucrose,C12H22O11,342.3 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=sucrose,Gula aren kompleks.
128,128,Tannin,Polyphenol,Tannin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=tannin,Nipah sariawan.
129,129,2-Acetyl-1-pyrroline,Pyrroline,2AP,C6H9NO,111.1 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=2-acetyl-1-pyrroline,Wangi pandan beras.
130,130,Chlorophyll a,Porphyrin,Chlorophyll,C55H72MgN4O5,893.5 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=chlorophyll,Hijau suji.
131,131,Cineole,Monoterpene,Cineole,C10H18O,154.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=cineole,Wangi kayu putih.
132,132,Acacia tannin,Tannin,Tannin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=tannin,Akasia astringen.
133,133,Swietenine,Limonoid,Swietenine,C32H40O9,568.7 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=swietenine,Sangat pahit mahoni.
134,134,Saponin,Glycoside,Saponin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=saponin,Sengon busa.
135,135,Tectoquinhydrone,Quinone,Tectoquinhydrone,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=quinone,Warna daun jati merah.
136,136,Ficusin,Coumarin,Ficusin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=psoralen,Beringin.
137,137,Linamarin,Cyanogenic Glycoside,Linamarin,C10H17NO6,247.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=linamarin,Beracun biji karet.
138,138,Caffeine,Xanthine Alkaloid,Caffeine,C8H10N4O2,194.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=caffeine,Stimulan kopi murni.
139,139,EGCG,Catechin,Epigallocatechin gallate,C22H18O11,458.4 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=EGCG,Antioksidan teh hijau hebat.
140,140,Theobromine,Xanthine Alkaloid,Theobromine,C7H8N4O2,180.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=theobromine,Mood coklat tanpa debar kafein.
141,141,Vanillin,Phenolic aldehyde,Vanillin,C8H8O3,152.1 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=vanillin,Wangi kue/vanili murni.
142,142,Piperine,Alkaloid,Piperine,C17H19NO3,285.3 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=piperine,Pedas cabe jawa.
143,143,Cubebin,Lignan,Cubebin,C20H20O6,356.4 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=cubebin,Kemukus.
144,144,Santalol,Sesquiterpene,Santalol,C15H24O,220.3 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=santalol,Minyak cendana relaksasi.
145,145,Agarospirol,Sesquiterpene,Agarospirol,C15H26O,222.4 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=agarospirol,Wangi gaharu dupa.
146,146,Oleic acid,Fatty acid,Oleic acid,C18H34O2,282.5 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=oleic+acid,Kenari lipid.
147,147,Punicalagin,Ellagitannin,Punicalagin,C48H28O30,1084.7 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=punicalagin,Antioksidan raksasa delima.
148,148,Ficusin,Psoralen,Psoralen,C11H6O3,186.1 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=psoralen,Tin ara.
149,149,Oleuropein,Secoiridoid,Oleuropein,C25H32O13,540.5 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=oleuropein,Pahit daun zaitun.
150,150,Fructose,Monosaccharide,Fructose,C6H12O6,180.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=fructose,Gula kurma.
151,151,Resveratrol,Stilbenoid,Resveratrol,C14H12O3,228.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=resveratrol,Anti-aging anggur merah.
152,152,Pectin,Polysaccharide,Pectin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=pectin,Serat apel.
153,153,Citronellal,Monoterpenoid,Citronellal,C10H18O,154.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=citronellal,Jeruk purut.
154,154,Hesperidin,Flavanone glycoside,Hesperidin,C28H34O15,610.6 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=hesperidin,Kulit jeruk bali.
155,155,Ascorbic acid,Vitamin C,Ascorbic acid,C6H8O6,176.1 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=ascorbic+acid,Jeruk manis vit C.
156,156,Citric acid,Organic acid,Citric acid,C6H8O7,192.1 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=citric+acid,Lemon.
157,157,Stachytarphetin,Iridoid,Stachytarphetin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=iridoid,Pecut kuda.
158,158,Euphorbol,Triterpene,Euphorbol,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=euphorbol,Getah kaustik.
159,159,Diosgenin,Steroidal Saponin,Diosgenin,C27H42O3,414.6 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=diosgenin,Bahan hormon alami pacing.
160,160,Achyranthine,Alkaloid,Achyranthine,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=alkaloid,Sangketan peluruh.
161,161,Phyllanthin,Lignan,Phyllanthin,C24H34O6,418.5 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=phyllanthin,Mirip meniran hijau hepatoprotektor.
162,162,Trigonelline,Alkaloid,Trigonelline,C7H7NO2,137.1 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=trigonelline,Pukul empat bunga.
163,163,Lycopene,Tetraterpene,Lycopene,C40H56,536.9 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=lycopene,Antioksidan merah tomat.
164,164,Solasodine,Glycoalkaloid,Solasodine,C27H43NO2,413.6 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=solasodine,Terong pengikat lemak.
165,165,Capsaicin,Capsaicinoid,Capsaicin,C18H27NO3,305.4 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=capsaicin,Pedas pereda nyeri otot.
166,166,Capsaicin,Capsaicinoid,Capsaicin,C18H27NO3,305.4 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=capsaicin,Pedas tajam rawit.
167,167,Capsanthin,Carotenoid,Capsanthin,C40H56O3,584.9 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=capsanthin,Paprika tidak pedas manis.
168,168,Quercetin,Flavonoid,Quercetin,C15H10O7,302.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=quercetin,Anti alergi bombay.
169,169,Inulin,Fructan,Inulin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=inulin,Prebiotik prei panjang.
170,170,Allicin,Organosulfur,Allicin,C6H10OS2,162.3 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=allicin,Sedikit allicin bau sedap.
171,171,Macamide,Fatty acid amide,Macamide,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=macamide,Ginseng andes libido.
172,172,Protodioscin,Saponin,Protodioscin,C51H84O22,1049.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=protodioscin,Testosteron alami olahraga.
173,173,Kavain,Kavalactone,Kavain,C14H14O3,230.3 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=kavain,Penenang herbal kuat kava.
174,174,Guaranine,Xanthine,Caffeine,C8H10N4O2,194.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=caffeine,Kafein super di guarana.
175,175,Stevioside,Diterpene glycoside,Stevioside,C38H60O18,804.9 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=stevioside,Pemanis alami kuat non-kalori.
176,176,Ricinoleic acid,Fatty acid,Ricinoleic acid,C18H34O3,298.5 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=ricinoleic+acid,Pencahar di minyak jarak.
177,177,Colchicine,Alkaloid,Colchicine,C22H25NO6,399.4 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=colchicine,Obat gout beracun (sempit terapi).
178,178,Eugenol,Phenylpropene,Eugenol,C10H12O2,164.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=eugenol,Kemangi wangi cengkeh hutan.
179,179,Ginsenoside Rg1,Saponin,Ginsenoside Rg1,C42H72O14,801.0 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=ginsenoside+rg1,Energi panax.
180,180,Withaferin A,Withanolide,Withaferin A,C28H38O6,470.6 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=withaferin+a,Adaptogen penenang Ashwa.
181,181,Cichoric acid,Phenolic acid,Cichoric acid,C22H18O12,474.4 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=cichoric+acid,Stimulan makrofag flu.
182,182,Apigenin,Flavone,Apigenin,C15H10O5,270.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=apigenin,Penenang the teh.
183,183,Linalyl acetate,Ester,Linalyl acetate,C12H20O2,196.3 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=linalyl+acetate,Aroma tidur nyenyak lavender.
184,184,Menthol,Monoterpene,Menthol,C10H20O,156.3 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=menthol,Sama mint dingin.
185,185,Rosmarinic acid,Polyphenol,Rosmarinic acid,C18H16O8,360.3 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=rosmarinic+acid,Ingatan otak rosemary.
186,186,Thymol,Monoterpene phenol,Thymol,C10H14O,150.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=thymol,Ekspektoran kuat wangi thyme.
187,187,Carvacrol,Monoterpene phenol,Carvacrol,C10H14O,150.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=carvacrol,Antibiotik herba di oregano pizza.
188,188,Thujone,Monoterpene,Thujone,C10H16O,152.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=thujone,Astringen sakit tenggorokan sage.
189,189,Methyl chavicol,Phenylpropene,Methyl chavicol,C10H12O,148.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=estragole,Manis kemangi italia (basil).
190,190,Apiole,Phenylpropene,Apiole,C12H14O4,222.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=apiole,Aquaretik ginjal parsley.
191,191,Decanal,Aldehyde,Decanal,C10H20O,156.3 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=decanal,Rasa sabun wangi kelat ketumbar.
192,192,Carvone,Monoterpene,Carvone,C10H14O,150.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=carvone,Antikolik bayi dill wangi.
193,193,Estragole,Phenylpropene,Estragole,C10H12O,148.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=estragole,Mirip basil tapi perancis tarragon.
194,194,Terpinen-4-ol,Monoterpene,Terpinen-4-ol,C10H18O,154.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=terpinen-4-ol,Sedikit penenang tekanan darah marjoram.
195,195,Valerenic acid,Sesquiterpene,Valerenic acid,C15H22O2,234.3 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=valerenic+acid,Penenang bau kaki valerian ampuh.
196,196,Ginkgolide B,Diterpene lactone,Ginkgolide B,C20H24O10,424.4 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=ginkgolide+b,Anti PAF aliran darah ginkgo.
197,197,Crocin,Carotenoid,Crocin,C44H64O24,977.0 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=crocin,Pewarna dan anti depresan merah saffron mahal.
198,198,Shikimic acid,Biochemical intermediate,Shikimic acid,C7H10O5,174.1 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=shikimic+acid,Bahan dasar Tamiflu di lawang bintang.
199,199,Diosgenin,Saponin,Diosgenin,C27H42O3,414.6 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=diosgenin,Pelorong ASI dan laktasi.
200,200,Sinigrin,Glucosinolate,Sinigrin,C10H16KNO9S2,397.5 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=sinigrin,Pedas menguap pemanas sendi sawi.
201,201,Solanine,Glycoalkaloid,Solanine,C45H73NO15,868.0 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=solanine,Toksik mentah.
202,202,Pectin,Polysaccharide,Pectin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=pectin,Gel hijau kental.
203,203,Pectin,Polysaccharide,Pectin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=pectin,Gel hitam kental.
204,204,Ipomoein,Resin glycoside,Ipomoein,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=ipomoein,Anti racun pantai.
205,205,Linolenic acid,Fatty acid (Omega-3),Alpha-linolenic acid,C18H30O2,278.4 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=alpha-linolenic+acid,Omega 3 nabati krokot.
206,206,Calcium,Mineral,Calcium,Ca,40.08 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=calcium,Mineral tulang.
207,207,Quercetin,Flavonoid,Quercetin,C15H10O7,302.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=quercetin,Pohpohan segar.
208,208,Eugenol,Phenylpropene,Eugenol,C10H12O2,164.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=eugenol,Ruku wangi Minang.
209,209,Glycyrrhizin,Saponin,Glycyrrhizin,C42H62O16,822.9 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=glycyrrhizin,Sangat manis ekspektoran akar licorice.
210,210,Cineole,Monoterpene,"1,8-Cineole",C10H18O,154.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=cineole,Kapulaga wangi semerbak arab kapulaga hijau asli.
211,211,Anethole,Phenylpropanoid,Anethole,C10H12O,148.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=anethole,Manis kembung adas pimpinella.
212,212,Cuminaldehyde,Benzaldehyde,Cuminaldehyde,C10H12O,148.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=cuminaldehyde,Bau khas jintan kari soto.
213,213,Genistein,Isoflavone,Genistein,C15H10O5,270.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=genistein,Kecap hitam fitoestrogen.
214,214,Zerumbone,Sesquiterpene,Zerumbone,C15H22O,218.3 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=zerumbone,Pahit cacingan anak lempuyang jamu cekok.
215,215,Curcuminoids,Diarylheptanoid,Curcumin,C21H20O6,368.4 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=curcumin,Mirip kunyit purpurascens.
216,216,Curcumin,Diarylheptanoid,Curcumin,C21H20O6,368.4 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=curcumin,Pucat lulur giring kuning muda penghalus kulit.
217,217,Curcumin,Diarylheptanoid,Curcumin,C21H20O6,368.4 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=curcumin,Wangi mangga amada maag.
218,218,Cassumunarins,Phenylbutanoid,Cassumunarin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=cassumunarin,Ungu gelap ottensii hantu memar.
219,219,Massoia lactone,Lactone,Massoia lactone,C10H16O2,168.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=massoia+lactone,Wangi manis kelapa panggang mesoyi jamu parem.
220,220,Eugenol,Phenylpropene,Eugenol,C10H12O2,164.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=eugenol,Mirip kayu manis tebal rematik sintok angin.
221,221,Citral,Monoterpene aldehyde,Citral,C10H16O,152.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=citral,Lemon lada wangi krangean perut may chang litsea.
222,222,Piperine,Alkaloid,Piperine,C17H19NO3,285.3 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=piperine,Putih pedas hangat lambung kuah piper nigrum kupas.
223,223,Sanshool,Polyunsaturated amide,Sanshool,C14H25NO,223.3 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=sanshool,Kebas lidah batak andaliman zanthoxylum szechuan kerabat.
224,224,Flavonoids,Polyphenol,Quercetin,C15H10O7,302.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=quercetin,Wangi bunga pecel amis ikan hilang torch ginger etlingera.
225,225,Linalool,Monoterpene alcohol,Linalool,C10H18O,154.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=linalool,Kantil mistis wangi putih alba kantil ISK urine bau hilang.
226,226,Oleic acid,Fatty acid,Oleic acid,C18H34O2,282.5 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=oleic+acid,Mentega borneo illipe nut bibir kering pecah shorea.
227,227,DNJ (1-Deoxynojirimycin),Azasugar,DNJ,C6H13NO4,163.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=1-deoxynojirimycin,Blokir gula teh murbei ulat sutera morus alba diabetes.
228,228,Mahanimbine,Carbazole alkaloid,Mahanimbine,C23H25NO,331.4 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=mahanimbine,Kari wangi rambut hitam subur murraya koenigii bumbu india.
229,229,HCA (Hydroxycitric acid),Organic acid,HCA,C6H8O8,208.1 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=hydroxycitric+acid,Peluntur lemak gelugur garcinia atroviridis diet asam dietetik.
230,230,Citric acid,Organic acid,Citric acid,C6H8O7,192.1 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=citric+acid,Kandis gulai rendang awet asam pengawet alami garcinia kuning.
231,231,Ascorbic acid,Vitamin C,Ascorbic acid,C6H8O6,176.1 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=ascorbic+acid,Calamansi kasturi batuk peras kecap vitamin c tinggi jeruk kecil.
232,232,Citronellol,Monoterpenoid,Citronellol,C10H20O,156.3 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=citronellol,Sambal limau wangi mual hilang amblycarpa jeruk sambal wangi.
233,233,Beta-carotene,Carotenoid,Beta-carotene,C40H56,536.9 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=beta-carotene,Minyak super papua merah pekat conoideus kanker HIV imun booster.
234,234,Vitamin E,Tocopherol,Alpha-tocopherol,C29H50O2,430.7 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=alpha-tocopherol,Matoa papua wangi rambutan durian kelengkeng kulit kenyal pometia.
235,235,Tannin,Polyphenol,Tannin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=tannin,Kulit rambutan rebus diare mampet astringen nephelium lappaceum.
236,236,Lansiosides,Triterpenoid,Lansioside,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=lansioside,Biji duku pahit malaria anti nyamuk langsat lansium parasiticum.
237,237,Starch (Resistant),Polysaccharide,Amylose,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=amylose,Beton nangka rebus energi tahan lama karbo prebiotik usus artocarpus heterophyllus.
238,238,Quercetin,Flavonoid,Quercetin,C15H10O7,302.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=quercetin,Daun sukun kering kuning cuci ginjal ginjal gagal kreatinin turun altilis.
239,239,Potassium,Mineral,Potassium,K,39.10 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=potassium,Kepok kukus diare jantung pisang kalium kram otot hilang musa acuminata.
240,240,Quercetin,Flavonoid,Quercetin,C15H10O7,302.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=quercetin,Jambu merah daging jus DBD trombosit naik drastis psidium pomiferum.
241,241,Tannin,Polyphenol,Tannin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=tannin,Kulit batang jambu bol merah sariawan berat kumur syzygium malaccense.
242,242,Cellulose,Polysaccharide,Cellulose,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=cellulose,Kulit ari salak tipis BAB lancar sembelit hilang salacca zalacca.
243,243,Betacyanin,Pigment,Betanin,C24H26N2O13,550.5 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=betanin,Naga merah urin merah tensi turun BAB lancar hylocereus cactaceae.
244,244,Lobeline,Alkaloid,Lobeline,C22H27NO2,337.5 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=lobeline,Tetes mata ki tolod katarak perih luar biasa hippobroma racun alkaloid.
245,245,Mucilage,Polysaccharide,Mucilage,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=mucilage,Daun gedi manado bubur lendir maag lambung dingin abelmoschus manihot.
246,246,Alkaloids (trace),Alkaloid,Alkaloid,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=alkaloid,Kangkung ngantuk sedatif ringan besi ipomoea aquatica sayur.
247,247,Iron,Mineral,Iron,Fe,55.84 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=iron,Bayam merah darah zat besi anemia kurang darah amaranthus tricolor.
248,248,Phylloquinone,Vitamin K,Vitamin K1,C31H46O2,450.7 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=phylloquinone,Sawi tulang vitamin k hijau sayur brassica rapa tulang pembekuan.
249,249,Sulforaphane,Isothiocyanate,Sulforaphane,C6H11NOS2,177.3 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=sulforaphane,Brokoli raja anti kanker payudara kukus enzim brassica italica hijau.
250,250,Indole-3-carbinol,Glucosinolate breakdown,Indole-3-carbinol,C9H9NO,147.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=indole-3-carbinol,Kembang kol kanker otak diet keto nasi parut brassica botrytis putih.
251,251,Cucurbitacin,Triterpene,Cucurbitacin,C32H44O8,556.7 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=cucurbitacin,Pare belut panjang cacing pita diabetes ringan trichosanthes cucumerina.
252,252,Cucurbitin,Amino acid,Cucurbitin,C5H10N2O2,130.1 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=cucurbitin,Biji labu kuning cacing lumpuh keluar moschata cucurbita mata beta carotene.
253,253,Potassium,Mineral,Potassium,K,39.10 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=potassium,Labu siam jipang kukus tensi darah tinggi turun instan sechium edule diuretik.
254,254,Ascorbic acid,Vitamin C,Ascorbic acid,C6H8O6,176.1 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=ascorbic+acid,Mentimun mata bengkak kompres air tinggi hidrasi cucumis sativus segar.
255,255,Dietary Fiber,Polysaccharide,Fiber,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=cellulose,Buncis kolesterol jahat ikat serat hijau phaseolus vulgaris renyah.
256,256,Calcium,Mineral,Calcium,Ca,40.08 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=calcium,Kacang panjang sayur tulang sendi kalsium nabati vigna unguiculata.
257,257,Oleic acid,Fatty acid,Oleic acid,C18H34O2,282.5 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=oleic+acid,Kacang tanah HDL naik alergi anafilaksis arachis hypogaea lemak sehat.
258,258,Phytohemagglutinin,Lectin protein,PHA,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=protein,Kacang merah racun mentah PHA rebus matang otot protein phaseolus.
259,259,Folic acid,Vitamin B9,Folic acid,C19H19N7O6,441.4 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=folic+acid,Edamame ibu hamil janin tabung saraf folat jepang glycine max muda.
260,260,Alpha-linolenic acid,Fatty acid,ALA,C18H30O2,278.4 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=alpha-linolenic+acid,Biji rami flaxseed omega 3 super jantung hancur linum usitatissimum.
261,261,Mucilage,Polysaccharide,Mucilage,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=mucilage,Chia seed kembang air kenyang diet usus sapu salvia hispanica hitam.
262,262,Complete Protein,Amino acids,Protein,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=protein,Quinoa protein sempurna nasi pengganti diet chenopodium amaranthaceae elit.
263,263,Beta-glucan,Polysaccharide,Beta-glucan,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=beta-glucan,Oat havermut kolesterol ikat empedu buang jantung avena sativa seduh.
264,264,Complex Carbs,Polysaccharide,Starch,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=amylose,Gandum utuh energi serat roti triticum aestivum celiac gluten alergi.
265,265,Polyphenols,Antioxidants,Tannin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=tannin,Sorgum nasi merah gluten free celiac aman sorghum bicolor jagung cina.
266,266,Potassium,Mineral,Potassium,K,39.10 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=potassium,Rambut jagung batu ginjal luruh kalium tinggi zea mays diuretik kuat.
267,267,Fiber (Bran),Polysaccharide,Fiber,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=cellulose,Beras merah bekatul serat glikemik rendah diabetes nasi oryza sativa.
268,268,Cyanidin-3-glucoside,Anthocyanin,Cyanidin-3-glucoside,C21H21O11+,449.4 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=cyanidin-3-glucoside,Beras hitam antioksidan raja blueberry ungu pekat awet muda oryza.
269,269,Resistant starch,Polysaccharide,Starch,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=amylose,Singkong pati tahan cerna diet sianida racun mentah manihot esculenta.
270,270,Beta-carotene,Carotenoid,Beta-carotene,C40H56,536.9 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=beta-carotene,Ubi jalar kuning diet maag lambung pelapis lembut ipomoea batatas.
271,271,Solanine (trace),Glycoalkaloid,Solanine,C45H73NO15,868.0 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=solanine,Jus kentang mentah maag akut basa kuat lambung solanum tuberosum.
272,272,Calcium oxalate,Crystal,Calcium oxalate,CaC2O4,128.1 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=calcium+oxalate,Talas gatal oksalat jarum matang serat usus colocasia esculenta umbi.
