id,herbal_id,nama_obat,tipe_interaksi,efek,mekanisme
1201,958,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1202,959,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1203,960,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1204,961,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1205,962,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1206,963,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1207,964,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1208,965,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1209,966,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1210,967,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1211,968,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1212,969,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1213,970,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1214,971,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1215,972,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1216,973,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1217,974,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1218,975,Suplemen Zat Besi (Ferrous Sulfate) / Kalsium,Farmakokinetik,Menggagalkan terapi anemia mineralisasi tulang (Absorpsi ion terhenti).,Kadar tanin dan asam galat yang sangat ekstrem pada majakani akan mengikat (mengkelat) ion logam dari suplemen menjadi senyawa kompleks padat yang tidak dapat diserap usus dan dibuang percuma lewat feses.
1219,976,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1220,977,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1221,978,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1222,979,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1223,980,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1224,981,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1225,982,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1226,983,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1227,984,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1228,985,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1229,986,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1230,987,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1231,988,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1232,989,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1233,990,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1234,991,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1235,992,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1236,993,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1237,994,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1238,995,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1239,996,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1240,997,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1241,998,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1242,999,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1243,1000,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
