id,herbal_id,pemerian_farmakognosi,mikroskopik_farmakognosi,mekanisme_aksi,farmakokinetik,toksikologi,interaksi_obat_umum
104,104,Daun hijau wangi khas.,Rambut kelenjar Lamiaceae.,Antibakteri minyak atsiri.,Cepat dimetabolisme hati.,Aman.,Aman.
105,105,Daun beraroma mentol tajam.,Stomata diasitik.,Agonis reseptor TRPM8 (sensasi dingin).,Ekskresi via ginjal.,Aman.,Menghambat CYP3A4 lemah.
106,106,Umbi lapis berbau khas tajam.,Sel epidermis bawang.,Antiinflamasi via inhibisi COX.,Metabolisme hepatik.,Aman.,Potensiasi antiplatelet.
107,107,"Daun keras, serat kuat.",Serabut sklerenkim.,Mekanisme belum sepenuhnya dipetakan.,Toksik jika oral.,Toksik ringan-sedang.,Hindari oral.
108,108,Daun tebal berair.,Mesofil spons tebal.,Antiinflamasi topikal.,Absorpsi topikal lambat.,Aman luar.,Aman luar.
109,109,Bunga kuning wangi kuat.,Serbuk sari spesifik.,Aromaterapi via olfaktori SSP.,Inhalasi cepat ke otak.,Aman luar.,Efek aditif sedatif.
110,110,Bunga merah/pink wangi.,Kelopak bunga (petal).,Antioksidan kuat dari antosianin.,Diserap usus.,Aman.,Aman.
111,111,Bunga putih kecil wangi.,Fragmen petal.,Sedatif ringan.,Inhalasi.,Aman.,Aman.
112,112,"Biji keras, akar rimpang berongga.",Amilum.,Astringensia.,Metabolisme standar.,Aman.,Aman.
113,113,Bunga wangi getah putih beracun.,Fragmen getah (laticifer).,Iritan topikal.,Jangan oral.,Getah toksik.,Hindari oral.
114,114,Biji dengan cangkang bergaris.,Sel minyak kaya vitamin E.,Antioksidan lipofilik.,Diserap bersama lemak.,Aman.,Aman.
115,115,Daun hijau.,Rambut penutup.,Hemostatik lokal.,Topikal.,Aman luar.,Aman luar.
116,116,Bunga bertingkat merah.,Fragmen petal.,Antiinflamasi.,Metabolisme hati.,Aman.,Aman.
117,117,Pucuk merah.,Kelenjar minyak lisigen.,Antioksidan polifenol.,Diserap di usus.,Aman.,Aman.
118,118,Daun lonjong hijau.,Stomata anomositik.,Inhibisi enzim alfa-glukosidase.,Metabolisme standar.,Aman.,Sinergis dengan obat diabetes.
119,119,Daun pita hijau kasar.,Sel silika di epidermis.,Diuretik ringan.,Ekskresi ginjal.,Aman.,Aman.
120,120,Buah air manis sepat.,Sel parenkim berair.,Astringensia ringan.,Pencernaan standar.,Aman.,Aman.
121,121,Daun pucuk merah muda/hijau.,Rambut kelenjar.,Antiinflamasi pencernaan.,Metabolisme hati.,Aman (daun muda).,Aman.
122,122,Biji hijau kecil bundar.,Amilum buncis.,Nutrisi antipiretik tradisional.,Pencernaan standar.,Aman.,Aman.
123,123,Biji kekuningan bulat.,Sel endosperm kaya protein.,Fitoestrogen mengikat reseptor ER-beta.,Metabolisme hati.,Aman.,Aman.
124,124,Biji putih/hitam kecil.,Sel minyak.,Kalsium tinggi menutrisi tulang.,Pencernaan standar.,Aman.,Aman.
125,125,Biji keras kaya minyak.,Kandungan minyak tinggi.,Nutrisi folikel rambut.,Topikal.,Toksik jika mentah oral.,Pemakaian luar aman.
126,126,Air jernih buah.,Cairan isotonik alami.,Rehidrasi elektrolit cepat.,Diserap cepat di usus.,Aman.,Aman.
127,127,Gula padat coklat.,Karboidrat.,Indeks glikemik lebih rendah dari sukrosa.,Pencernaan lambat.,Aman.,Aman.
128,128,Buah menyerupai aren.,Selulosa.,Astringen oral.,Metabolisme standar.,Aman.,Aman.
129,129,Daun hijau wangi pandan.,Senyawa volatil aromatik.,Hipotensif ringan.,Metabolisme hati.,Aman.,Aman.
130,130,Daun hijau tua.,Klorofil pekat.,Pewarna alami bebas toksik.,Metabolisme standar.,Aman.,Aman.
131,131,Daun berbau wangi khas kayu putih.,Minyak atsiri kuat.,Rubefasien (penghangat topikal).,Inhalasi dan topikal.,Aman luar.,Aman luar.
132,132,Kulit batang keras.,Sklerenkim tebal.,Astringen usus.,Sistemik lambat.,Aman dosis wajar.,Hambat absorpsi obat lain.
133,133,Biji pahit keras.,Saponin tinggi.,Hipoglikemik poten.,Hepatotoksik dosis tinggi.,Waspada liver.,Sinergis berbahaya dengan sulfonilurea.
134,134,Kulit kayu kasar.,Serabut.,Antifungi topikal.,Topikal.,Aman luar.,Aman luar.
135,135,"Daun lebar, pucuk memerah saat direbus.",Antosianin.,Pewarna dan antioksidan.,Metabolisme standar.,Aman.,Aman.
136,136,Akar gantung keras.,Jaringan penyokong.,Ekspektoran tradisional.,Metabolisme standar.,Aman dosis lazim.,Aman.
137,137,Biji karet kaya lemak dan sianida.,Selaput beracun.,Toksik.,Sangat berbahaya.,Toksisitas Sianida tinggi.,Sangat dihindari.
138,138,Biji keras wangi kafein.,Sel endosperm kopi.,Stimulan SSP antagonis adenosin.,Metabolisme CYP1A2.,Toleransi tinggi.,Interaksi dengan obat perangsang SSP.
139,139,Daun hijau dikeringkan.,Sel klorofil dan polifenol.,Antioksidan EGCG menghambat radikal bebas.,Absorpsi usus.,Aman.,Hambat penyerapan besi (Fe).
140,140,Biji coklat fermentasi.,Kaya teobromin.,Vasodilator dan stimulan ringan.,Metabolisme hepatik.,Aman.,Aman.
141,141,Polong panjang hitam wangi.,Kristal vanilin.,Penenang olfaktori.,Aman.,Aman.,Aman.
142,142,Buah majemuk merah pedas.,Minyak atsiri dan piperin.,Termogenik dan stimulan.,Meningkatkan bioavailabilitas obat lain.,Aman.,Meningkatkan kadar darah obat lain (piperin).
143,143,Buah lada berekor.,Sel minyak berekor.,Ekspektoran dan antiseptik saluran kemih.,Ekskresi ginjal pekat.,Aman.,Aman.
144,144,Kayu inti wangi.,Sel kayu padat.,Aromaterapi relaksan.,Inhalasi.,Aman luar.,Aman luar.
145,145,Kayu terinfeksi jamur wangi.,Resin pekat.,Relaksan saraf SSP kuat.,Inhalasi uap.,Aman luar.,Aman luar.
146,146,Biji kaya minyak sehat.,Sel minyak omega.,Kardioprotektif lemak tak jenuh.,Pencernaan lemak.,Aman.,Aman.
147,147,Buah berbiji banyak merah.,Kaya ellagitannin.,Antioksidan vaskular poten.,Metabolisme usus dan hati.,Aman.,Aman.
148,148,Buah semu manis.,Serat tinggi.,Laksatif osmotik (serat).,Pencernaan mekanis usus.,Aman.,Aman.
149,149,Minyak ekstrak perasan pertama.,Asam oleat tinggi.,Kardioprotektif (HDL peningkat).,Absorpsi lipid.,Aman.,Aman.
150,150,Buah manis coklat.,Gula sederhana tinggi.,Energi instan glikolisis.,Absorpsi cepat usus.,Aman.,Awas hiperglikemia.
151,151,Biji dan kulit buah kaya OPC.,Resveratrol dan OPC.,Kardioprotektif dan anti-aging selular.,Metabolisme lambat usus.,Aman.,Aman.
152,152,Buah daging renyah.,Pektin tinggi.,Prebiotik usus (pektin).,Pencernaan mekanis usus.,Aman.,Aman.
153,153,Daun angka delapan wangi.,Minyak sitronelol.,Aromaterapi dan antiseptik.,Standar pencernaan.,Aman.,Aman.
154,154,Buah sitrus besar.,Flavonoid hesperidin.,Memperkuat kapiler darah.,Metabolisme hati.,Aman.,Hindari bersama obat metabolisme CYP3A4 (seperti statin).
155,155,Buah sitrus oranye.,Kaya vitamin C.,Kofaktor sintesis kolagen.,Absorpsi aktif usus.,Aman.,Aman.
156,156,Buah kuning asam.,Asam sitrat.,Alkalinizing agen di ginjal.,Ekskresi urin.,Aman.,Aman.
157,157,Daun dan bunga ungu paku.,Saponin.,Antiinflamasi dan analgesik.,Metabolisme hati.,Aman dosis wajar.,Aman.
158,158,Batang tak berdaun bergetah putih.,Getah sangat kaustik.,Korosif jaringan topikal (kutil).,Jangan digunakan secara oral.,Toksik mata dan mukosa.,Aman hanya luar.
159,159,Rimpang berserat.,Kandungan diosgenin.,Regulasi gula darah lambat.,Metabolisme standar hepatik.,Aman.,Sinergis dengan anti-diabetes.
160,160,Tanaman dengan biji menempel di baju.,Alkaloid.,Diuretik dan peluruh batu.,Ekskresi ginjal cepat.,Aman dosis wajar.,Aman.
161,161,"Herba daun menyirip, batang merah.",Lignan.,Hepatoprotektif (serupa meniran hijau).,Metabolisme hati.,Aman dosis wajar.,Aman.
162,162,Akar tebal.,Alkaloid.,Antibakteri lokal amandel.,Harus dosis presisi.,Agak toksik berlebih.,Aman dengan pengawasan.
163,163,Buah merah kaya air.,Likopen pekat.,Antioksidan spesifik prostat.,Absorpsi baik dengan lemak/dipanaskan.,Aman.,Aman.
164,164,Buah ungu/hijau.,"Serat pektin, solasodin.",Pengikat kolesterol di usus.,Tidak diserap (serat).,Aman.,Aman.
165,165,Buah merah pedas memanjang.,Capsaicinoid.,Deplesi substansi P di saraf sensorik (nyeri).,Topikal patch atau oral.,Aman (awas ulkus).,Aman.
166,166,Buah kecil sangat pedas.,Capsaicin pekat.,"Sama dengan cabai merah, efek lebih tajam.",Absorpsi usus cepat.,Awas ulkus peptikum.,Aman.
167,167,Buah besar manis/pedas ringan.,Kaya vit C dan A.,Nutrisi esensial.,Pencernaan standar.,Aman.,Aman.
168,168,Umbi lapis besar.,Kaya quercetin.,Antihistamin alami (stabilisator sel mast).,Absorpsi usus.,Aman.,Aman.
169,169,Daun panjang silindris bawang.,Prebiotik inulin.,Biotik usus.,Fermentasi usus besar.,Aman.,Aman.
170,170,Daun panjang hijau bawang.,Allicin ringan.,Antiseptik ringan.,Pencernaan standar.,Aman.,Aman.
171,171,Akar menyerupai lobak.,Macamides.,Modulator endokrin tanpa hormon (adaptogen seks).,Metabolisme lambat.,Aman.,Aman.
172,172,Buah berduri kecil.,Protodioscin (saponin steroid).,Stimulasi Luteinizing Hormone (LH).,Metabolisme hati.,Aman dosis lazim.,Sinergis obat hormonal.
173,173,Akar serabut rimpang.,Kavalakton.,Modulator reseptor GABA-A (penenang kuat).,Metabolisme CYP lambat.,Hepatotoksik jangka panjang.,Berbahaya dengan alkohol/benzodiazepin.
174,174,Biji menyerupai mata.,Kaya guaranin (kafein).,Stimulan SSP yang dilepas lambat.,Ekskresi ginjal.,Aman (awas overdosis kafein).,Interaksi stimulan SSP.
175,175,Daun hijau manis.,Steviosida.,Rasa manis tanpa ikatan glikemik.,Diekskresi utuh.,Aman.,Aman.
176,176,Biji jarak poleng.,Minyak risinoleat.,Iritan usus halus (pencahar kuat).,Reaksi usus langsung.,Sangat toksik jika biji utuh (Risin).,Minyaknya aman sbg pencahar.
177,177,Umbi sungsang kembang api.,Kolkhisin.,Menghambat polimerisasi mikrotubulus (anti-asam urat).,Jendela terapi sempit.,Sangat toksik dosis kecil.,Hanya untuk pengobatan medis ketat.
178,178,Daun wangi cengkeh.,Eugenol kaya.,Ekspektoran dan anestesi lokal ringan.,Pencernaan standar.,Aman.,Aman.
179,179,Akar bercabang mirip manusia.,Ginsenosides (Panaxosides).,"Adaptogen, meningkatkan kapasitas oksidatif sel.",Metabolisme kompleks usus mikroflora.,Sindrom penyalahgunaan ginseng (hipertensi).,"Interaksi MAOI, antikoagulan."
180,180,Akar wangi kuda.,Withanolides.,"Menurunkan serum kortisol, agonis GABA.",Absorpsi usus.,Aman.,Sinergis sedatif.
181,181,Bunga ungu kerucut.,"Alkamides, polisakarida.",Stimulasi fagositosis dan proliferasi makrofag.,Waktu paruh singkat.,Aman (max 8 minggu kontinu).,Antagonis imunosupresan.
182,182,Bunga kuning putih kecil.,Apigenin.,Berikatan lemah dengan reseptor benzodiazepin SSP.,Ekskresi urin.,Aman.,Sinergis obat tidur.
183,183,Bunga ungu tangkai panjang.,Linalool dan Linalyl asetat.,Relaksan otot polos dan penenang SSP via olfaktori.,Inhalasi uap ke otak.,Aman.,Aman.
184,184,Daun mentol persilangan.,Mentol tinggi.,Antispasmodik saluran cerna via blok kalsium.,Ekskresi cepat.,Aman.,Awas refluks asam (GERD).
185,185,Daun jarum wangi pinus.,"Asam rosmarinat, sineol.",Menghambat enzim asetilkolinesterase (memori otak).,Absorpsi baik.,Aman.,Aman.
186,186,Daun kecil aromatik wangi kuat.,Timol dan Karvakrol.,Ekspektoran kuat dan bronkospasmolitik.,Metabolisme hati cepat.,Aman.,Aman.
187,187,Daun bumbu pizza aromatik.,Karvakrol tinggi.,Antimikroba spektrum luas (merusak membran sel bakteri).,Metabolisme standar.,Aman.,Aman.
188,188,Daun abu hijau lembut.,"Thujone, cineole.",Astringensia dan antiseptik kuat tenggorokan.,Neurotoksik thujone (dosis tinggi).,Waspada dosis tinggi.,Aman dosis teh.
189,189,Daun hijau wangi manis.,"Linalool, metil kavikol.","Karminatif, redakan gas usus.",Standar pencernaan.,Aman.,Aman.
190,190,Daun hijau segar berenda.,"Apiole, myristicin.",Diuretik aquaretik (buang air tanpa kuras elektrolit).,Ekskresi ginjal.,Aman dosis makanan.,Aman.
191,191,Daun wangi khas sabun/jeruk.,Aldehid volatil.,Pengkelat (chelator) logam berat lemah di usus.,Metabolisme hepatik.,Aman.,Aman.
192,192,Daun berbulu halus wangi ikan.,Carvone.,Antispasmodik saluran cerna (kolik bayi).,Sangat aman.,Aman.,Aman.
193,193,Daun licin wangi manis/adas.,Estragole.,Stimulan pencernaan dan nafsu makan.,Absorpsi cepat.,Aman.,Aman.
194,194,Daun serupa oregano tapi manis.,Terpinen-4-ol.,Vasodilatasi ringan (penurun tensi).,Metabolisme hati.,Aman.,Aman.
195,195,Akar berbau menyengat khas.,Asam valerenat.,Menghambat kerusakan GABA di sinaps SSP (hipnotik).,Onset lambat (1-2 jam).,Aman tidak adiktif.,Sinergis kuat dengan obat tidur medis.
196,196,Daun bentuk kipas.,Terpen trilactones (Ginkgolides).,"Inhibitor PAF (Platelet Activating Factor), vasodilatasi serebral.",Waktu paruh 4 jam.,Aman.,"Interaksi bahaya pendarahan (Aspirin, Warfarin)."
197,197,Kepala putik bunga crocus.,"Crocin, Safranal.","Inhibitor reuptake serotonin, dopamin, norepinefrin (SNRI alami).",Absorpsi lambat usus.,Toksik dosis sangat tinggi (>5g).,Interaksi potensial obat SSRI.
198,198,Buah bentuk bintang wangi.,Asam shikimat.,Prekursor sintesis oseltamivir (menghambat neuraminidase virus).,Metabolisme hepatik cepat.,Aman.,Aman.
199,199,Biji wangi kari/maple.,"Saponin, diosgenin.",Menstimulasi hormon prolaktin dan regulasi insulin lambat.,Pencernaan serat lambat.,Aman.,Sinergis obat diabetes.
200,200,Biji kuning kecil bulat.,Glukosinolat (Sinigrin).,Rubefasien (vasodilatasi lokal saat basah dioles kulit).,Kerja topikal (reaksi air enzim mirosinase).,Awas luka bakar kimia kulit.,Pemakaian luar ketat.
201,201,Daun tipis buah bulat kecil.,Sel epidermis bergelombang.,Antiinflamasi dan analgesik ringan.,Metabolisme standar.,Solanin toksik jika mentah banyak.,Aman matang.
202,202,Daun hijau lebar kasar.,Kloroplas padat lendir.,"Menurunkan suhu basal tubuh, hipotensif.",Ekskresi cairan ginjal.,Aman.,Aman.
203,203,Herba kering kecoklatan.,Serat selulosa kasar.,Pektin mengikat cairan panas tubuh.,Fermentasi usus.,Aman.,Aman.
204,204,Daun hijau pesisir bulat.,Stomata tebal anti garam.,Menetralisir racun ubur-ubur (topikal).,Kerja lokal epidermis.,Aman luar.,Aman luar.
205,205,Batang merah berair.,Kaya asam linolenat.,Antioksidan kardiovaskular nabati.,Absorpsi usus lemak.,Aman.,Aman.
206,206,Daun majemuk menyirip wangi.,Kalsium oksalat porsi kecil.,Stimulasi osteoblas (pembentukan tulang).,Pencernaan standar.,Aman.,Aman.
207,207,Daun hijau pucat.,Trikomata jarang.,Hipotensif ringan.,Metabolisme hepar.,Aman.,Aman.
208,208,Daun bergerigi wangi khas.,Minyak atsiri ruku-ruku.,Antipiretik.,Ekskresi ginjal.,Aman.,Aman.
209,209,Akar serabut manis kuning.,Pati dan glisirizin.,Saponin sebagai ekspektoran; agonis aldosteron.,Waktu paruh panjang ginjal.,Hati-hati pseudohiperaldosteronisme.,Kontraindikasi dengan tiazid (hipokalemia).
210,210,Buah putih/hijau wangi kuat.,Minyak atsiri kapulaga.,Karminatif.,Pencernaan gas usus.,Aman.,Aman.
211,211,Biji wangi manis.,Anetol kristalin.,Antispasmodik usus ringan.,Metabolisme hati.,Aman.,Aman.
212,212,Biji melengkung coklat tajam.,Kuminaldehid volatil.,Bakterisida saluran pencernaan.,Diserap cepat.,Aman.,Aman.
213,213,Biji hitam padat.,Antosianin dan isoflavon.,Fitoestrogen modulator reseptor estrogen usus.,Metabolisme koliform usus.,Aman.,Aman.
214,214,Rimpang kuning pucat pahit.,Zerumbon amorf.,Antelmintik usus.,Aksi lokal usus.,Aman.,Aman.
215,215,Rimpang dengan guratan keunguan.,Kurkuminoid spesifik.,Spasmolitik rahim ringan.,Metabolisme empedu.,Aman.,Aman.
216,216,Rimpang kuning pucat.,Kurkumin amorf.,Eksfoliasi kulit mati (topikal).,Topikal epidermis.,Aman luar.,Aman.
217,217,Rimpang kuning pucat wangi mangga.,Minyak atsiri spesifik mangga.,Gastroprotektif anti-H.pylori.,Metabolisme lambung lokal.,Aman.,Aman.
218,218,Rimpang gelap agak ungu.,Senyawa fenolik bangle.,Anti-inflamasi topikal memar.,Absorpsi kulit lambat.,Aman luar.,Aman luar.
219,219,Kulit tebal wangi manis kuat.,Massoia lakton.,Relaksan saraf aromaterapi.,Inhalasi mukosa.,Aman dosis rendah.,Aman.
220,220,Kulit kayu coklat kasar.,Minyak atsiri sintok.,"Karminatif, penghangat badan.",Standar pencernaan.,Aman.,Aman.
221,221,Kulit wangi lada.,Sitral dan sineol.,Penghangat perut.,Ekskresi cepat.,Aman.,Aman.
222,222,Biji tanpa kulit luar putih.,Piperin (lebih rendah dari lada hitam).,Stimulan mukosa lambung ringan.,Pencernaan cepat.,Aman.,Aman.
223,223,Biji kecil hijau kemerahan wangi sitrus kebas.,Sanshool (memberikan efek kebas/tingling).,Aktivasi kanal TRPA1 dan TRPV1 secara bersamaan.,Ekskresi urin hepatik.,Aman.,Aman.
224,224,Bunga merah panjang wangi pekat.,Flavonoid kecombrang.,Antimikroba dan pengikat bau amina (ikan/daging).,Pencernaan usus.,Aman.,Aman.
225,225,Bunga putih panjang sempit wangi.,Linalool dan alkaloid mikelarbina.,Diuretik dan antibakteri saluran kemih.,Ekskresi ginjal pekat.,Aman.,Aman.
226,226,Biji berkulit keras berdap.,Asam lemak tengkawang (mirip cocoa butter).,Emolien dan pelembab epitel bibir.,Topikal.,Aman luar.,Aman.
227,227,Daun hijau lebar berlekuk.,1-deoxynojirimycin (DNJ).,Inhibitor alpha-glucosidase selektif usus.,Hambat karbohidrat di lumen usus.,Aman.,Sinergis Acarbose.
228,228,Daun majemuk wangi tajam kari.,Alkaloid karbazol.,Stimulasi sirkulasi kapiler folikel rambut.,Topikal folikel.,Aman.,Aman.
229,229,Buah iris kering hitam asam.,Asam hidroksisitrat (HCA).,Menghambat enzim ATP sitrat liase (lipogenesis).,Metabolisme asam organik.,Awas lambung perih.,Aman.
230,230,Buah iris asam kecoklatan.,Asam malat sitrat.,Pengawet antimikroba alami gulai.,Pencernaan standar.,Aman.,Aman.
231,231,Buah sangat kecil hijau oranye.,Asam sitrat pekat.,Mukolitik tenggorokan ringan.,Absorpsi cepat oral.,Aman.,Aman.
232,232,Buah kecil keriput wangi.,Minyak volatil daun limau.,Penyedap organoleptik anti-mual.,Metabolisme pencernaan.,Aman.,Aman.
233,233,Buah lonjong merah pekat papua.,Tokoferol dan Betakaroten super pekat.,Antioksidan peredam radikal bebas rantai panjang lipid.,Absorpsi lemak chylomicron.,Aman.,Aman.
234,234,Buah manis beraroma durian/rambutan.,Vitamin E dan polifenol tinggi.,Antiaging kulit kolagen.,Metabolisme standar.,Aman.,Aman.
235,235,Kulit buah berambut merah/kuning.,Tanin pekat.,Astringen kuat pengerut mukosa usus (hentikan diare).,"Tidak diserap, kerja di lumen usus.",Aman.,Aman.
236,236,Biji hijau kebiruan sangat pahit.,Triterpenoid duku.,Antiplasmodium tradisional.,Metabolisme hepatik.,Aman dosis kecil.,Aman.
237,237,Biji putih oval rebusan.,Pati resisten.,Prebiotik flora usus besar.,Fermentasi kolon.,Aman.,Aman.
238,238,Daun tebal kuning kering.,"Flavonoid sukun (kuersetin, kamferol).","Nephroprotector, diuresis urea dan kreatinin.",Ekskresi ginjal cepat.,Aman.,Aman.
239,239,Buah padat agak persegi.,Kalium pekat dan pektin.,Memadatkan feses diare dan isi elektrolit.,Pencernaan mekanis.,Aman.,Aman.
240,240,Daging buah merah harum.,Vitamin C super dan kuersetin jambu.,Menstimulasi megakariosit untuk rilis trombosit darah.,Absorpsi usus aktif.,Aman.,Aman.
